Location?,Interaction?,Use?,Completed?,Study ID,Search Term,Authors,Title,SO,SE,BS,VL,IS,SI,MA,BP,EP,AR,DI,D2,SU,PD,PY,AB,X4,Y4,Z4,CT,CY,SP,CL,TC,Z8,ZB,ZS,Z9,SN,BN,UT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Phragmites australis,"Schaumburg, Kristin; Giuliano, William M.; Langellotto, Gail A.",,,,,,,,Avian-habitat relationships in urban and suburban tidal marshes of Connecticut.,,,,,,,,Urban Habitats,,,,6,,,,Unpaginated,Unpaginated,,,,,7/11/15,2011,,,,,,,,,,0,0,0,0,0,1541-7115,,ZOOREC:ZOOR14803025804,,,,,,,,,,
,,n,,,Phragmites australis,"Zhao, Hui; Yan, Huaxiao; Zhang, Congwang; Liu, Xiaodong; Xue, Yanhui; Qiao, Yingyun; Tian, Yuanyu; Qin, Song",,,,,,,,Pyrolytic Characteristics and Kinetics of Phragmites australis,,,,,,,,EVIDENCE-BASED COMPLEMENTARY AND ALTERNATIVE MEDICINE,,,,,,,,,,408973,10.1155/2011/408973,,,2011,2011,,,,,,,,,,1,0,1,0,1,1741-427X,,WOS:000302470900001,,,,,,,,,,
,,n,,,Phragmites australis,"Holomuzki, Joseph R.; Klarer, David M.",,,,,,,,Invasive reed effects on benthic community structure in Lake Erie coastal marshes,,,,,,,,WETLANDS ECOLOGY AND MANAGEMENT,,,,18,2,,,219,231,,10.1007/s11273-009-9161-7,,,4/10/15,2010,,,,,,,,,,9,1,9,0,10,0923-4861,,WOS:000275755900009,,,,,,,,,,
n,,n,,,Phragmites australis,"Qin, Haiming; Chu, Tianjiang; Xu, Wang; Lei, Guangchun; Chen, Zhongbin; Quan, Weimin; Chen, Jiakuan; Wu, Jihua",,,,,,,,Effects of invasive cordgrass on crab distributions and diets in a Chinese salt marsh,,,,,,,,MARINE ECOLOGY PROGRESS SERIES,,,,415,,,,177,187,,10.3354/meps08771,,,2010,2010,,,,,,,,,,5,1,5,0,6,0171-8630,,WOS:000283764600014,,,,,,,,,,
,,,,91,Phragmites australis,"Gedan, Keryn Bromberg; Crain, Caitlin M.; Bertness, Mark D.",,,,"Gedan, Keryn/A-3575-2010","Gedan, Keryn/0000-0003-4020-5441",,,Small-mammal herbivore control of secondary succession in New England tidal marshes,,,,,,,,ECOLOGY,,,,90,2,,,430,440,,10.1890/08-0417.1,,,2/9/15,2009,,,,,,,,,,17,0,16,0,17,Dec-58,,WOS:000263570800018,19323227,,,,,,,,,
,,,,d,Phragmites australis,"Johnson, David Samuel; Fleeger, John W.; Deegan, Linda A.",,,,"Fleeger, John/A-6215-2013",,,,Large-scale manipulations reveal that top-down and bottom-up controls interact to alter habitat utilization by saltmarsh fauna,,,,,,,,MARINE ECOLOGY PROGRESS SERIES,,,,377,,,,33,41,,10.3354/meps07849,,,2009,2009,,,,,,,,,,11,0,11,0,11,0171-8630,,WOS:000264557300004,,,,,,,,,,
,,n,,,Phragmites australis,"Able, Kenneth W.; Jones, K. Martha M.; Fox, Dewayne A.",,,,,,,,Large Nektonic Fishes in Marsh Creek Habitats in the Delaware Bay Estuary,,,,,,,,NORTHEASTERN NATURALIST,,,,16,1,,,27,44,,10.1656/045.016.0103,,,2009,2009,,,,,,,,,,3,0,3,0,3,1092-6194,,WOS:000265278500003,,,,,,,,,,
,,,,d,Phragmites australis,"Bushaw-Newton, Karen L.; Kreeger, Danielle A.; Doaty, Sarah; Velinsky, David J.",,,,"Liu, Zhao/B-2189-2012",,,,Utilization of Spartina- and Phragmites-derived dissolved organic matter by bacteria and ribbed mussels (Geukensia demissa) from Delaware Bay salt marshes,,,,,,,,ESTUARIES AND COASTS,,,,31,4,,,694,703,,10.1007/s12237-008-9061-8,,,9/8/15,2008,,,,,,,,,,8,0,7,0,8,1559-2723,,WOS:000258153200007,,,,,,,,,,
,,,,d,Phragmites australis,"Raposa, Kenneth B.",,,,,,,,"Early Ecological Responses to Hydrologic Restoration of a Tidal Pond and Salt Marsh Complex in Narragansett Bay, Rhode Island",,,,,,,,JOURNAL OF COASTAL RESEARCH,,,,,,,,180,192,,10.2112/SI55-015,,,SUM 2008,2008,,,,,,,,,,8,0,8,0,8,0749-0208,,WOS:000266564000014,,,,,,,,,,
,,,,d,Phragmites australis,"Kulesza, Amy E.; Holomuzki, Joseph R.; Klarer, David M.",,,,,,,,Benthic community structure in stands of Typha angustifolia and herbicide-treated and untreated Phragmites australis,,,,,,,,WETLANDS,,,,28,1,,,40,56,,10.1672/07-63.1,,,3/8/15,2008,,,,,,,,,,10,0,9,0,10,0277-5212,,WOS:000255117200004,,,,,,,,,,
,,,,d,Phragmites australis,"Fry, Brian; Cieri, Matthew; Hughes, Jeff; Tobias, Craig; Deegan, Linda A.; Peterson, Bruce",,,,"Ross, Donald/F-7607-2012","Ross, Donald/0000-0002-8659-3833",,,Stable isotope monitoring of benthic-planktonic coupling using salt marsh fish,,,,,,,,MARINE ECOLOGY PROGRESS SERIES,,,,369,,,,193,204,,10.3354/meps07644,,,2008,2008,,,,,,,,,,13,0,13,0,13,0171-8630,,WOS:000260873400016,,,,,,,,,,
,,,,d,Phragmites australis,"MacKenzie, Richard A.; Dionne, Michele",,,,,,,,Habitat heterogeneity: importance of salt marsh pools and high marsh surfaces to fish production in two Gulf of Maine salt marshes,,,,,,,,MARINE ECOLOGY PROGRESS SERIES,,,,368,,,,217,230,,10.3354/meps07560,,,2008,2008,,,,,,,,,,12,0,11,0,12,0171-8630,,WOS:000260511800020,,,,,,,,,,
,,,,d,Phragmites australis,"Chen, Hulli; Li, Bo; Fang, Changming; Chen, Jiakuan; Wu, Jihua",,,,"Li, Bo/B-8016-2010","Li, Bo/0000-0002-0439-5666",,,Exotic plant influences soil nematode communities through litter input,,,,,,,,SOIL BIOLOGY & BIOCHEMISTRY,,,,39,7,,,1782,1793,,10.1016/j.soilbio.2007.02.011,,,7/7/15,2007,,,,,,,,,,27,10,26,0,38,0038-0717,,WOS:000246633700040,,,,,,,,,,
,,,,d,Phragmites australis,"Able, K. W.; Hagan, S. M.; Kovitvongsa, K.; Brown, S. A.; Lamonaca, J. C.",,,,,,,,Piscivory by the mummichog (Fundulus heteroclitus): Evidence from the laboratory and salt marshes,,,,,,,,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,,345,1,,,26,37,,10.1016/j.jembe.2007.01.003,,,6/29/07,2007,,,,,,,,,,13,0,13,0,13,0022-0981,,WOS:000246096800003,,,,,,,,,,
,,,,d,Phragmites australis,"Robertson, T. L.; Weis, J. S.",,,,,,,,Interactions between the grass shrimp Palaemonetes pugio and the salt marsh grasses Phragmites australis and Spartina alterniflora,,,,,,,,BIOLOGICAL INVASIONS,,,,9,1,,,25,30,,10.1007/s10530-006-9002-z,,,1/7/15,2007,,,,,,,,,,4,0,4,0,4,1387-3547,,WOS:000243185800003,,,,,,,,,,
,,,,d,Phragmites australis,"Trocki, CL; Paton, PWC",,,,,,,,Assessing habitat selection by foraging egrets in salt marshes at multiple spatial scales,,,,,,,,WETLANDS,,,,26,2,,,307,312,,10.1672/0277-5212(2006)26[307:AHSBFE]2.0.CO;2,,,6/6/15,2006,,,,,,,,,,13,0,11,0,13,0277-5212,,WOS:000238701700003,,,,,,,,,,
,,,,d,Phragmites australis,"Buchsbaum, RN; Catena, J; Hutchins, E; James-Pirri, MJ",,,,,,,,"Changes in salt marsh vegetation, Phragmites australis, and nekton in response to increased tidal flushing in a new England salt marsh",,,,,,,,WETLANDS,,,,26,2,,,544,557,,10.1672/0277-5212(2006)26[544:CISMVP]2.0.CO;2,,,6/6/15,2006,,,,,,,,,,17,0,16,0,17,0277-5212,,WOS:000238701700024,,,,,,,,,,
,,,,d,Phragmites australis,"Gratton, C; Denno, RF",,,,,,,,Arthropod food web restoration following removal of an invasive wetland plant,,,,,,,,ECOLOGICAL APPLICATIONS,,,,16,2,,,622,631,,10.1890/1051-0761(2006)016[0622:AFWRFR]2.0.CO;2,,,4/6/15,2006,,,,,,,,,,45,1,45,0,47,1051-0761,,WOS:000237052200016,16711049,,,,,,,,,
,,,,d,Phragmites australis,"Osgood, David T.; Yozzo, David J.; Chambers, Randolph M.; Pianka, Seth; LePage, Christina; Lewis, Jason",,,,,,"Waldman, JR; Limburg, KE; Strayer, DL",,Patterns of habitat utilization by resident nekton in Phragmites and Typha marshes of the Hudson River Estuary,,,,,,,,American Fisheries Society Symposium,,AMERICAN FISHERIES SOCIETY SYMPOSIUM,,51,,,,151,173,,,,,2006,2006,,,,,,Conference on Hudson River Fishes and Their Environment,"March 20 -21, 2003",Amer Fisheries Soc,"Poughkeepsie, NY, USA",9,0,9,0,9,0892-2284(print),978-1-888569-82-7(S),BCI:BCI200700248166,,,,,,,,,,
,,,,d,Phragmites australis,"Fell, Paul E.; Warren, R. Scott; Curtis, Annie E.; Steiner, Erin M.",,,,,,,,Short-term effects on macroinvertebrates and fishes of herbiciding and mowing Phragmites australis-dominated tidal marsh,,,,,,,,NORTHEASTERN NATURALIST,,,,13,2,,,191,212,,10.1656/1092-6194(2006)13[191:SEOMAF]2.0.CO;2,,,2006,2006,,,,,,,,,,4,0,3,0,4,1092-6194,,WOS:000239067200004,,,,,,,,,,
,,,,d,Phragmites australis,"Laffaille, P; Petillon, J; Parlier, E; Valery, L; Ysnel, F; Radureau, A; Feunteun, E; Lefeuvre, JC",,,,"Laffaille, Pascal/B-4505-2012; Valery, Loic /G-1461-2014",,,,Does the invasive plant Elymus athericus modify fish diet in tidal salt marshes?,,,,,,,,ESTUARINE COASTAL AND SHELF SCIENCE,,,,65,4,,,739,746,,10.1016/j.ecss.2005.07.023,,,12/5/15,2005,,,,,,,,,,10,1,10,0,11,0272-7714,,WOS:000233958600012,,,,,,,,,,
,,,,d,Phragmites australis,"Weis, JS",,,,,,,,"Diet and food web support of the white perch, Morone americana, in the hackensack meadowlands of New Jersey",,,,,,,,ENVIRONMENTAL BIOLOGY OF FISHES,,,,74,1,,,109,113,,10.1007/s10641-005-6466-0,,,9/5/15,2005,,,,,,,,,,11,0,11,0,11,0378-1909,,WOS:000232620300012,,,,,,,,,,
,,,,d,Phragmites australis,"Gratton, C; Denno, RF",,,,,,,,Restoration of arthropod assemblages in a Spartina salt marsh following removal of the invasive plant Phragmites australis,,,,,,,,RESTORATION ECOLOGY,,,,13,2,,,358,372,,10.1111/j.1526-100X.2005.00045.x,,,6/5/15,2005,,,,,,,,,,71,1,73,0,79,1061-2971,,WOS:000229180600016,,,,,,,,,,
,,,,d,Phragmites australis,"Robertson, TL; Weis, JS",,,,,,,,A comparison of epifaunal communities associated with the stems of salt marsh grasses Phragmites australis and Spartina alterniflora,,,,,,,,WETLANDS,,,,25,1,,,1,7,,10.1672/0277-5212(2005)025[0001:ACOECA]2.0.CO;2,,,3/5/15,2005,,,,,,,,,,34,1,29,1,35,0277-5212,,WOS:000228542000001,,,,,,,,,,
,,,,d,Phragmites australis,"Neuman, Melissa J.; Ruess, Guillermo; Able, W.",,,,,,,,"Species composition and food habits of dominant fish predators in salt marshes of an urbanized estuary, the Hackensack Meadowlands, New Jersey.",,,,,,,,Urban Habitats,,,,2,1,,,62,82,,,,,12/4/15,2004,,,,,,,,,,0,0,0,0,0,1541-7115,,ZOOREC:ZOOR14205031525,,,,,,,,,,
,,,,d,Phragmites australis,"Litvin, SY; Weinstein, MP",,,,"Ross, Donald/F-7607-2012","Ross, Donald/0000-0002-8659-3833",,,Multivariate analysis of stable-isotope ratios to infer movements and utilization of estuarine organic matter by juvenile weakfish (Cynoscion regalis),,,,,,,,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,,,,61,10,,,1851,1861,,10.1139/F04-121,,,10/4/15,2004,,,,,,,,,,23,0,23,0,23,0706-652X,,WOS:000226595900005,,,,,,,,,,
,,,,d,Phragmites australis,"Weis, JS; Weis, P",,,,,,,,"Metal uptake, transport and release by wetland plants: implications for phytoremediation and restoration",,,,,,,,ENVIRONMENT INTERNATIONAL,,,,30,5,,,685,700,,10.1016/j.envint.2003.11.002,,,7/4/15,2004,,,,,,,,,,298,37,266,2,340,0160-4120,,WOS:000221501800010,15051245,,,,,,,,,
,,,,d,Phragmites australis,"Chambers, RM; Osgood, DT; Bart, DJ; Montalto, F",,,,,,,,"Phragmites australis invasion and expansion in tidal wetlands: Interactions among salinity, sulfide, and hydrology",,,,,,,,ESTUARIES,,,,26,2B,,,398,406,,10.1007/BF02823716,,,4/3/15,2003,,,,,,,,,,42,1,39,0,45,0160-8347,,WOS:000184052700002,,,,,,,,,,
,,,,d,Phragmites australis,"Able, KW; Hagan, SM; Brown, SA",,,,,,,,Mechanisms of marsh habitat alteration due to phragmites: Response of young-of-the-year Mummichog (Fundulus heteroclitus) to treatment for Phragmites removal,,,,,,,,ESTUARIES,,,,26,2B,,,484,494,,10.1007/BF02823725,,,4/3/15,2003,,,,,,,,,,56,1,49,0,58,0160-8347,,WOS:000184052700011,,,,,,,,,,
,,,,d,Phragmites australis,"Currin, CA; Wainright, SC; Able, KW; Weinstein, MP; Fuller, CM",,,,,,,,"Determination of food web support and trophic position of the mummichog, Fundulus heteroclitus, in New Jersey smooth cordgrass (Spartina alterniflora), common reed (Phragmites australis), and restored salt marshes",,,,,,,,ESTUARIES,,,,26,2B,,,495,510,,10.1007/BF02823726,,,4/3/15,2003,,,,,,,,,,49,4,46,0,52,0160-8347,,WOS:000184052700012,,,,,,,,,,
,,,,d,Phragmites australis,"Raichel, DL; Able, KW; Hartman, JM",,,,,,,,"The influence of Phragmites (common reed) on the distribution, abundance, and potential prey of a resident marsh fish in the Hackensack Meadowlands, New Jersey",,,,,,,,ESTUARIES,,,,26,2B,,,511,521,,10.1007/BF02823727,,,4/3/15,2003,,,,,,,,,,31,0,29,0,33,0160-8347,,WOS:000184052700013,,,,,,,,,,
,,,,d,Phragmites australis,"Fell, PE; Warren, RS; Light, JK; Rawson, RL; Fairley, SM",,,,,,,,"Comparison of fish and macroinvertebrate use of Typha angustifolia, Phragmites australis, and treated Phragmites marshes along the lower Connecticut River",,,,,,,,ESTUARIES,,,,26,2B,,,534,551,,10.1007/BF02823729,,,4/3/15,2003,,,,,,,,,,26,1,26,0,27,0160-8347,,WOS:000184052700015,,,,,,,,,,
,,,,d,Phragmites australis,"Jivoff, PR; Able, KW",,,,,,,,"Blue crab, Callinectes sapidus, response to the invasive common reed, Phragmites australis: Abundance, size, sex ratio, and molting frequency",,,,,,,,ESTUARIES,,,,26,2B,,,587,595,,10.1007/BF02823733,,,4/3/15,2003,,,,,,,,,,10,0,8,0,10,0160-8347,,WOS:000184052700019,,,,,,,,,,
,,,,d,Phragmites australis,"Able, KW; Ragan, SM",,,,,,,,"Impact of common reed, Phragmites australis, on essential fish habitat: Influence on reproduction, embryological development, and larval abundance of mummichog (Fundulus heteroclitus)",,,,,,,,ESTUARIES,,,,26,1,,,40,50,,10.1007/BF02691692,,,2/3/15,2003,,,,,,24th Annual American-Fisheries-Society Conference,"NOV 06-10, 2000",Amer Fisheries Soc,"GULF SHORES, ALABAMA",49,2,41,0,52,0160-8347,,WOS:000181576900005,,,,,,,,,,
,,,,d,Phragmites australis,"Posey, MH; Alphin, TD; Meyer, DL; Johnson, JM",,,,,,,,Benthic communities of common reed Phragmites australis and marsh cordgrass Spartina alterniflora marshes in Chesapeake Bay,,,,,,,,MARINE ECOLOGY PROGRESS SERIES,,,,261,,,,51,61,,10.3354/meps261051,,,2003,2003,,,,,,,,,,25,7,29,0,35,0171-8630,,WOS:000186704400004,,,,,,,,,,
,,,,d,Phragmites australis,"Warren, RS; Fell, PE; Rozsa, R; Brawley, AH; Orsted, AC; Olson, ET; Swamy, V; Niering, WA",,,,,,,,Salt marsh restoration in Connecticut: 20 years of science and management,,,,,,,,RESTORATION ECOLOGY,,,,10,3,,,497,513,,10.1046/j.1526-100X.2002.01031.x,,,9/2/15,2002,,,,,,15th Biennial Meeting of the Estuarine-Research-Federation,"SEP 25-30, 1999",Estuarine Res Federat,"NEW ORLEANS, LOUISIANA",66,1,65,0,72,1061-2971,,WOS:000177383400009,,,,,,,,,,
,,,,d,Phragmites australis,"DiQuinzio, DA; Paton, PWC; Eddleman, WR",,,,,,,,Nesting ecology of Saltmarsh Sharp-Tailed Sparrows in a tidally restricted salt marsh,,,,,,,,WETLANDS,,,,22,1,,,179,185,,10.1672/0277-5212(2002)022[0179:NEOSST]2.0.CO;2,,,3/2/15,2002,,,,,,,,,,15,0,17,0,17,0277-5212,,WOS:000174478700015,,,,,,,,,,
,,,,d,Phragmites australis,"Weis, Judith S.; Windham, Lisamarie; Santiago-Bass, Celine; Weis, Peddrick",,,,,,,,"Growth, survival, and metal content of marsh invertebrates fed diets of detritus from Spartina alterniflora Loisel. and Phragmites australis Cav. Trin. ex Steud. from metal-contaminated and clean sites",,,,,,,,Wetlands Ecology and Management,,,,10,1,,,71,84,,10.1023/A:1014311521708,,,2/1/02,2002,,,,,,,,,,18,2,17,0,21,0923-4861,,BCI:BCI200200248290,,,,,,,,,,
,,,,d,Phragmites australis,"James-Pirri, MJ; Raposa, KB; Catena, JG",,,,,,,,"Diet composition of mummichogs, Fundulus heteroclitus, from restoring and unrestricted regions of a New England (USA) salt marsh",,,,,,,,ESTUARINE COASTAL AND SHELF SCIENCE,,,,53,2,,,205,213,,10.1006/ecss.2001.0807,,,8/1/15,2001,,,,,,,,,,26,0,24,0,26,0272-7714,,WOS:000171125500008,,,,,,,,,,
,,,,d,Phragmites australis,"Angradi, TR; Hagan, SM; Able, KW",,,,,,,,Vegetation type and the intertidal macroinvertebrate fauna of a brackish marsh: Phragmites vs. Spartina,,,,,,,,WETLANDS,,,,21,1,,,75,92,,10.1672/0277-5212(2001)021[0075:VTATIM]2.0.CO;2,,,3/1/15,2001,,,,,,,,,,67,3,56,0,72,0277-5212,,WOS:000167840100008,,,,,,,,,,
,,,,d,Phragmites australis,"Warren, RS; Fell, PE; Grimsby, JL; Buck, EL; Rilling, GC; Fertik, RA",,,,,,,,"Rates, patterns, and impacts of Phragmites australis expansion and effects of experimental Phragmites control on vegetation, macroinvertebrates, and fish within tidelands of the lower Connecticut River",,,,,,,,ESTUARIES,,,,24,1,,,90,107,,10.2307/1352816,,,2/1/15,2001,,,,,,,,,,84,0,66,0,85,0160-8347,,WOS:000168130900009,,,,,,,,,,
,,,,d,Phragmites australis,"Weinstein, MP; Balletto, JH",,,,,,,,"Does the common reed, Phragmites australis, affect essential fish habitat?",,,,,,,,ESTUARIES,,,,22,3B,,,793,802,,10.2307/1353112,,,Sep-99,1999,,,,,,3rd Annual Marine and Estuarine Shallow Water Science and Management Conference,"DEC 01-05, 1996",,"ATLANTIC CITY, NJ",64,0,52,0,66,0160-8347,,WOS:000083142600008,,,,,,,,,,
,,,,d,Phragmites australis,"Fell, PE; Weissbach, SP; Jones, DA; Fallon, MA; Zeppieri, JA; Faison, EK; Lennon, KA; Newberry, KJ; Reddington, LK",,,,,,,,"Does invasion of oligohaline tidal marshes by reed grass, Phragmites australis (Cav) Trin ex Steud, affect the availability of prey resources for the mummichog, Fundulus heteroclitus L?",,,,,,,,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,,,,222,1/2/15,,,59,77,,10.1016/S0022-0981(97)00138-X,,,4/1/98,1998,,,,,,,,,,73,0,57,0,74,0022-0981,,WOS:000072618500005,,,,,,,,,,
n,,n,,,Pomatomus saltatrix,"Bologna, Paul A. X.",,,,,,,,Impact of differential predation potential on eelgrass (Zostera marina) faunal community structure,,,,,,,,AQUATIC ECOLOGY,,,,41,2,,,221,229,,10.1007/s10452-006-9059-x,,,6/7/15,2007,,,,,,,,,,7,0,7,0,7,1386-2588,,WOS:000248109100008,,,,,,,,,,
,,,,d,Pomatomus saltatrix,"Neuman, Melissa J.; Ruess, Guillermo; Able, W.",,,,,,,,"Species composition and food habits of dominant fish predators in salt marshes of an urbanized estuary, the Hackensack Meadowlands, New Jersey.",,,,,,,,Urban Habitats,,,,2,1,,,62,82,,,,,12/4/15,2004,,,,,,,,,,0,0,0,0,0,1541-7115,,ZOOREC:ZOOR14205031525,,,,,,,,,,
,,,,d,Pomatomus saltatrix,"Able, KW; Rowe, P; Burlas, M; Byrne, D",,,,,,,,Use of ocean and estuarine habitats by young-of-year bluefish (Pomatomus saltatrix) in the New York Bight,,,,,,,,FISHERY BULLETIN,,,,101,2,,,201,214,,,,,4/3/15,2003,,,,,,,,,,33,0,33,0,33,0090-0656,,WOS:000182389600001,,,,,,,,,,
,,,,d,Pomatomus saltatrix,"Hagan, SM; Able, KW",,,,,,,,Seasonal changes of the pelagic fish assemblage in a temperate estuary,,,,,,,,ESTUARINE COASTAL AND SHELF SCIENCE,,,,56,1,,,15,29,,10.1016/S0272-7714(02)00116-6,,,1/3/15,2003,,,,,,,,,,29,2,28,1,30,0272-7714,,WOS:000182023800004,,,,,,,,,,
,n,n,,,Pomatomus saltatrix,"Rountree, RA; Able, KW",,,,,,,,Nocturnal fish use of New Jersey marsh creek and adjacent bay shoal habitats,,,,,,,,ESTUARINE COASTAL AND SHELF SCIENCE,,,,44,6,,,703,711,,10.1006/ecss.1996.0134,,,Jun-97,1997,,,,,,,,,,37,1,33,2,39,0272-7714,,WOS:A1997XF01600005,,,,,,,,,,
,,,,d,Pomatomus saltatrix,"CREASER, EP; PERKINS, HC",,,,,,,,"THE DISTRIBUTION, FOOD, AND AGE OF JUVENILE BLUEFISH, POMATOMUS-SALTATRIX, IN MAINE",,,,,,,,FISHERY BULLETIN,,,,92,3,,,494,508,,,,,Jul-94,1994,,,,,,,,,,16,0,16,0,16,0090-0656,,WOS:A1994NX91100003,,,,,,,,,,
,,,,d,Pomatomus saltatrix,"Creaser, Edwin P.; Perkins, Herbert C.",,,,,,,,"The distribution, food, and age of juvenile bluefish, Pomatomus saltatrix, in Maine",,,,,,,,U S National Marine Fisheries Service Fishery Bulletin,,,,92,3,,,494,508,,,,,1994,1994,,,,,,,,,,0,0,0,0,0,0090-0656,,BCI:BCI199497416572,,,,,,,,,,
,,,,d,Prokelisia marginata,"Johnson, David Samuel; Jessen, Brita Juliet",,,,,,,,"Do spur-throated grasshoppers, Melanoplus spp. (Orthoptera : Acrididae), exert top-down control on smooth cordgrass Spartina alterniflora in northern new England?",,,,,,,,ESTUARIES AND COASTS,,,,31,5,,,912,919,,10.1007/s12237-008-9074-3,,,11/8/15,2008,,,,,,,,,,4,2,4,0,6,1559-2723,,WOS:000259565700007,,,,,,,,,,
,,n,,,Prokelisia marginata,"Huberty, Andrea F.; Denno, Robert F.",,,,,,,,Consequences of nitrogen and phosphorus limitation for the performance of two planthoppers with divergent life-history strategies,,,,,,,,OECOLOGIA,,,,149,3,,,444,455,,10.1007/s00442-006-0462-8,,,9/6/15,2006,,,,,,,,,,54,1,53,0,56,0029-8549,,WOS:000240104600007,16794833,,,,,,,,,
,,,,92,Prokelisia marginata,"Denno, RF; Gratton, C; Dobel, H; Finke, DL",,,,,,,,Predation risk affects relative strength of top-down and bottom-up impacts on insect herbivores,,,,,,,,ECOLOGY,,,,84,4,,,1032,1044,,10.1890/0012-9658(2003)084[1032:PRARSO]2.0.CO;2,,,4/3/15,2003,,,,,,,,,,67,0,64,0,68,Dec-58,,WOS:000182813600023,,,,,,,,,,
,,,,d,Prokelisia marginata,"Denno, RF; Gratton, C; Peterson, MA; Langellotto, GA; Finke, DL; Huberty, AF",,,,,,,,Bottom-up forces mediate natural-enemy impact in a phytophagous insect community,,,,,,,,ECOLOGY,,,,83,5,,,1443,1458,,10.2307/3071956,,,5/2/15,2002,,,,,,,,,,139,3,139,0,146,Dec-58,,WOS:000175131300025,,,,,,,,,,
,,,,93,Prokelisia marginata,"Denno, RF; Peterson, MA; Gratton, C; Cheng, JA; Langellotto, GA; Huberty, AF; Finke, DL",,,,,,,,Feeding-induced changes in plant quality mediate interspecific competition between sap-feeding herbivores,,,,,,,,ECOLOGY,,,,81,7,,,1814,1827,,10.1890/0012-9658(2000)081[1814:FICIPQ]2.0.CO;2,,,Jul-00,2000,,,,,,,,,,103,1,107,0,109,Dec-58,,WOS:000088214400005,,,,,,,,,,
,,,,u,Prokelisia marginata,"Denno, R.F.",,,,,,"Hook, D.D.; McKee, W.H., Jr; Smith, H.K.; Gregory, J.; Burrell, V.G., Jr; DeVoe, M.R.; Sojka, R.E.; Gilbert, S.; Banks, R.; Stolzy, L.H.; Brooks, C.; Matthews, T.D.; Shear, T.H.",,Herbivore population dynamics in intertidal marshlands: the role of host plant nutrition.,,,,,,,,The ecology and management of wetlands. Volume 1: ecology of wetlands.,,,,,,,,535,547,,,,,1988,1988,,,,,,,,,,0,0,0,0,0,,,ZOOREC:ZOOR12500005190,,,,,,,,,,
,n,n,,,Prokelisia marginata,"VINCE, SW; VALIELA, I; TEAL, JM",,,,,,,,AN EXPERIMENTAL-STUDY OF THE STRUCTURE OF HERBIVOROUS INSECT COMMUNITIES IN A SALT-MARSH,,,,,,,,ECOLOGY,,,,62,6,,,1662,1678,,10.2307/1941520,,,1981,1981,,,,,,,,,,104,5,98,0,111,Dec-58,,WOS:A1981MT21800024,,,,,,,,,,
,n,n,,,Prokelisia marginata,"DENNO, RF; RAUPP, MJ; TALLAMY, DW; REICHELDERFER, CF",,,,,,,,"MIGRATION IN HETEROGENEOUS ENVIRONMENTS - DIFFERENCES IN HABITAT SELECTION BETWEEN THE WING FORMS OF THE DIMORPHIC PLANTHOPPER, PROKELISIA-MARGINATA (HOMOPTERA, DELPHACIDAE)",,,,,,,,ECOLOGY,,,,61,4,,,859,867,,10.2307/1936756,,,1980,1980,,,,,,,,,,64,0,59,1,65,Dec-58,,WOS:A1980KN99900016,,,,,,,,,,
,n,n,,,Prokelisia marginata,"DENNO, RF; GRISSELL, EE",,,,,,,,"ADAPTIVENESS OF WING-DIMORPHISM IN THE SALT MARSH-INHABITING PLANTHOPPER, PROKELISIA-MARGINATA (HOMOPTERA, DELPHACIDAE)",,,,,,,,ECOLOGY,,,,60,1,,,221,236,,10.2307/1936482,,,1979,1979,,,,,,,,,,67,0,62,1,68,Dec-58,,WOS:A1979GW05900023,,,,,,,,,,
,,,,94,Sesarma reticulatum,"Elmer, Wade H.",,,,,,,,"A Tripartite Interaction Between Spartina alterniflora, Fusarium palustre, and the Purple Marsh Crab (Sesarma reticulatum) Contributes to Sudden Vegetation Dieback of Salt Marshes in New England",,,,,,,,PHYTOPATHOLOGY,,,,104,10,,,1070,1077,,10.1094/PHYTO-08-13-0219-R,,,10/14/15,2014,,,,,,,,,,0,0,0,0,0,0031-949X,,WOS:000342481300007,24679153,,,,,,,,,
,,,,d,Sesarma reticulatum,"Bertness, Mark D.; Brisson, Caitlin P.; Coverdale, Tyler C.; Bevil, Matt C.; Crotty, Sinead M.; Suglia, Elena R.",,,,,,,,Experimental predator removal causes rapid salt marsh die-off,,,,,,,,ECOLOGY LETTERS,,,,17,7,,,830,835,,10.1111/ele.12287,,,7/14/15,2014,,,,,,,,,,0,0,0,0,0,1461-023X,,WOS:000337534600007,24766277,,,,,,,,,
,,,,d,Sesarma reticulatum,"Bertness, Mark D.; Brisson, Caitlin P.; Bevil, Matthew C.; Crotty, Sinead M.",,,,,,,,Herbivory Drives the Spread of Salt Marsh Die-Off,,,,,,,,PLOS ONE,,,,9,3,,,,,e92916,10.1371/journal.pone.0092916,,,3/20/14,2014,,,,,,,,,,0,0,0,0,0,1932-6203,,WOS:000333352800165,24651837,,,,,,,,,
